,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag,calc_temp,distance,have_life
2919,Kepler-176 e,Kepler-176,1,4,Transit,2016,51.16579,0.2494,1.45,0.129,2.7,0.00849,M-R relationship,4.87,0.0,6.22,398.0,0,,5295.0,0.83,0.87,-0.404,4.55,527.321,14.5446,153.95927529365474,0.39709685652656185,No
2920,Kepler-1760 b,Kepler-1760,1,1,Transit,2021,38.3260994,0.2084,2.29,0.204,5.86,0.0184,M-R relationship,2.68,0.0,12.56,480.0,0,,5229.0,0.9,0.82,-0.26,4.44,,14.3017,207.3277222383913,0.2811238647321006,No
2921,Kepler-1761 b,Kepler-1761,1,1,Transit,2021,4.04354,0.0413,1.391,0.124,2.51,0.00791,M-R relationship,5.12,0.0,33.34,613.0,0,,3871.0,0.53,0.57,-1.17,4.74,221.186,14.898,340.0022088009565,0.15883640598473103,No
2922,Kepler-1762 b,Kepler-1762,1,1,Transit,2021,29.53910065,0.204,2.76,0.246,8.05,0.0253,M-R relationship,2.1,0.0,61.49,714.0,0,,6572.0,1.24,1.3,0.331,4.37,1663.74,15.083,443.2829150843222,0.1393574424677758,No
2923,Kepler-1763 b,Kepler-1763,1,1,Transit,2021,1.48028004,0.0257,1.147,0.102,1.59,0.00499,M-R relationship,5.8,0.0,2597.27,1822.0,0,,5897.0,1.26,1.03,0.274,4.25,756.486,13.5105,1552.5610977706815,0.018747058013542418,No
2924,Kepler-1764 b,Kepler-1764,1,1,Transit,2021,70.46829987,0.3512,4.555,0.406,18.8,0.0593,M-R relationship,1.09,0.0,16.17,511.0,0,,6461.0,1.13,1.16,0.415,4.4,1542.48,14.7454,239.2910660093687,0.21779831085120943,No
2925,Kepler-1765 b,Kepler-1765,1,1,Transit,2021,10.41889954,0.0917,2.495,0.223,6.78,0.0213,M-R relationship,2.4,0.0,126.48,855.0,0,,5692.0,1.06,0.95,-0.136,4.36,764.456,14.8213,582.5378649119738,0.10724309415652218,No
2926,Kepler-1766 b,Kepler-1766,1,1,Transit,2021,105.0149994,0.4229,2.279,0.203,5.81,0.0183,M-R relationship,2.7,0.0,6.44,406.0,0,,5868.0,1.04,0.92,0.175,4.36,501.229,12.8705,133.73356596669822,0.3457304927463696,No
2927,Kepler-1767 b,Kepler-1767,1,1,Transit,2021,59.65829849,0.2873,3.013,0.269,9.34,0.0294,M-R relationship,1.88,0.0,5.66,393.0,0,,5243.0,0.83,0.89,-0.503,4.55,820.506,15.7151,120.88364643393066,0.5126673103076471,No
2928,Kepler-1768 b,Kepler-1768,1,1,Transit,2021,15.13589954,0.1286,2.233,0.199,5.62,0.0177,M-R relationship,2.77,0.0,179.16,933.0,0,,6050.0,1.57,1.24,0.287,4.14,632.766,13.4376,661.5385731967013,0.09241468096772687,No
2929,Kepler-1769 b,Kepler-1769,1,1,Transit,2021,89.1934967,0.3987,4.465,0.398,18.2,0.0573,M-R relationship,1.12,0.0,12.83,483.0,0,,6071.0,1.3,1.06,0.215,4.24,438.412,12.445,211.57007646064744,0.3112764290829834,No
2930,Kepler-177 b,Kepler-177,1,2,Transit,2013,36.8601,0.2184,3.5,0.312,5.84,0.01837,Mass,0.75,0.0,30.4,549.0,1,,5732.0,1.32,0.92,0.24,4.1,1435.44,14.9414,349.9375119360849,0.16567334238637377,No
2931,Kepler-177 c,Kepler-177,1,2,Transit,2013,49.40926,0.2655,8.73,0.779,14.7,0.04625,Mass,0.121,0.0,25.4,497.0,1,,5732.0,1.32,0.92,0.24,4.1,1435.44,14.9414,291.9731540219308,0.20140234617024833,No
2932,Kepler-1770 b,Kepler-1770,1,1,Transit,2021,16.84189987,0.1261,2.841,0.253,8.45,0.0266,M-R relationship,2.02,0.0,56.43,699.0,0,,5602.0,1.01,0.94,-0.209,4.4,582.942,14.2972,427.8668627120354,0.16040396028580559,No
2933,Kepler-1771 b,Kepler-1771,1,1,Transit,2021,88.64399719,0.3815,4.055,0.362,15.5,0.0487,M-R relationship,1.28,0.0,5.51,391.0,0,,5661.0,0.93,0.94,-0.092,4.47,565.752,13.7005,117.66351577676494,0.42412565395792706,No
2934,Kepler-1772 b,Kepler-1772,1,1,Transit,2021,3.21509004,0.0418,2.686,0.24,7.68,0.0242,M-R relationship,2.18,0.0,421.21,1155.0,0,,5541.0,0.93,0.94,0.472,4.47,871.564,13.3948,882.4930195136734,0.024275952652390843,No
2935,Kepler-1773 b,Kepler-1773,1,1,Transit,2021,40.80970001,0.2489,3.505,0.313,12.1,0.038,M-R relationship,1.54,0.0,31.05,623.0,0,,6183.0,1.3,1.24,0.405,4.3,681.255,12.9455,351.649525644615,0.15614385473042708,No
2936,Kepler-1774 b,Kepler-1774,1,1,Transit,2021,59.77080154,0.3096,3.182,0.284,10.2,0.0322,M-R relationship,1.74,0.0,17.53,522.0,0,,6214.0,1.12,1.1,0.19,4.38,816.592,13.8899,249.4410902007604,0.24877168742866707,No
2937,Kepler-1775 b,Kepler-1775,1,1,Transit,2021,85.65399933,0.3986,3.648,0.325,12.9,0.0406,M-R relationship,1.46,0.0,8.08,522.0,0,,5818.0,1.65,1.15,0.246,4.07,657.023,13.2765,250.24462535551413,0.30028752770425976,No
2938,Kepler-1776 b,Kepler-1776,1,1,Transit,2021,35.01190186,0.2124,2.612,0.233,7.33,0.023,M-R relationship,2.26,0.0,31.35,603.0,0,,5872.0,1.15,1.04,0.164,4.33,690.336,13.5571,330.9932501916502,0.17585491557249977,No
2939,Kepler-1777 b,Kepler-1777,1,1,Transit,2021,12.18420029,0.1031,2.132,0.19,5.19,0.0163,M-R relationship,2.94,0.0,106.52,819.0,0,,5771.0,1.07,0.98,-0.033,4.37,619.146,13.9541,548.895483001888,0.1070924034097723,No
2940,Kepler-1778 b,Kepler-1778,1,1,Transit,2021,10.08740044,0.0956,3.017,0.269,9.36,0.0294,M-R relationship,1.87,0.0,186.14,942.0,0,,6310.0,1.09,1.14,0.098,4.42,1276.29,15.0421,668.9475597574337,0.08540000424490303,No
2941,Kepler-1779 b,Kepler-1779,1,1,Transit,2021,16.34359932,0.1264,3.033,0.271,9.44,0.0297,M-R relationship,1.86,0.0,67.34,730.0,0,,5730.0,1.06,1.01,-0.05,4.39,908.501,14.9927,460.5461403097878,0.13388967086240933,No
2942,Kepler-178 b,Kepler-178,1,3,Transit,2014,9.576694,0.085,2.9,0.259,8.75,0.0275,M-R relationship,1.97,0.0,84.57,846.0,0,,5676.0,1.07,0.94,-0.208,4.33,716.025,14.5782,617.2948563818552,0.10799879894272604,No
2943,Kepler-178 c,Kepler-178,1,3,Transit,2014,20.552802,0.142,2.88,0.257,8.65,0.0272,M-R relationship,1.99,0.0,30.55,656.0,0,,5676.0,1.07,0.94,-0.208,4.33,716.025,14.5782,415.77559540116545,0.1804215229396129,No
2944,Kepler-178 d,Kepler-178,1,3,Transit,2014,96.678988,0.397,3.95,0.352,14.8,0.0465,M-R relationship,1.32,0.0,3.87,392.0,1,,5676.0,1.07,0.94,-0.208,4.33,716.025,14.5782,138.87279042342317,0.504417919767791,No
2945,Kepler-1780 b,Kepler-1780,1,1,Transit,2021,109.4449997,0.4276,3.606,0.322,12.7,0.0399,M-R relationship,1.49,0.0,3.14,340.0,0,,5403.0,0.87,0.87,-0.217,4.5,790.516,14.9304,67.61733856210839,0.5489562026540304,No
2946,Kepler-1781 b,Kepler-1781,1,1,Transit,2021,4.88752985,0.0574,2.381,0.212,6.26,0.0197,M-R relationship,2.55,0.0,239.11,1003.0,0,,5568.0,0.96,1.05,-0.361,4.5,962.63,15.7348,733.6915132719828,0.0869784957323055,No
2947,Kepler-1782 b,Kepler-1782,1,1,Transit,2021,5.75622988,0.0582,2.229,0.199,5.6,0.0176,M-R relationship,2.78,0.0,84.16,773.0,0,,4931.0,0.73,0.79,-0.556,4.61,305.792,13.7041,499.0275253020724,0.11038828461448873,No
2948,Kepler-1783 b,Kepler-1783,1,1,Transit,2021,8.27744007,0.077,1.319,0.118,2.3,0.00723,M-R relationship,5.5,0.0,331.35,1088.0,0,,5129.0,1.78,0.89,-0.451,3.88,264.078,13.0982,817.2342116022811,0.12941682027957271,No
2949,Kepler-1784 b,Kepler-1784,1,1,Transit,2021,13.59049988,0.1072,2.799,0.25,8.24,0.0259,M-R relationship,2.06,0.0,64.8,724.0,0,,5442.0,0.97,0.89,-0.121,4.41,883.045,15.1562,450.6677495024684,0.12322385329460629,No
2950,Kepler-1785 b,Kepler-1785,1,1,Transit,2021,19.58550072,0.1379,2.704,0.241,7.77,0.0245,M-R relationship,2.16,0.0,46.51,666.0,0,,5618.0,1.0,0.91,0.003,4.4,745.74,14.1632,395.78176370361496,0.13742453185058454,No
2951,Kepler-1786 b,Kepler-1786,1,1,Transit,2021,78.5460968,0.3659,3.163,0.282,10.1,0.0319,M-R relationship,1.75,0.0,14.85,501.0,0,,5808.0,1.4,1.06,0.159,4.17,863.909,14.0789,229.1829169254724,0.3046929527179997,No
2952,Kepler-1787 b,Kepler-1787,1,1,Transit,2021,39.31370163,0.227,2.319,0.207,5.99,0.0188,M-R relationship,2.64,0.0,20.04,540.0,0,,6060.0,0.93,1.01,-0.098,4.51,778.602,14.4604,269.2046732478402,0.2541123995470434,No
2953,Kepler-1788 b,Kepler-1788,1,1,Transit,2021,2.80012012,0.0343,2.379,0.212,6.25,0.0197,M-R relationship,2.55,0.0,197.81,956.0,0,,4786.0,0.7,0.69,-0.611,4.58,560.445,15.254,682.8477520352639,0.06930971611733443,No
2954,Kepler-1789 b,Kepler-1789,1,1,Transit,2021,80.23190308,0.3543,2.831,0.253,8.4,0.0264,M-R relationship,2.03,0.0,4.91,380.0,0,,5436.0,0.89,0.92,-0.231,4.5,611.461,14.3155,107.80273161040083,0.4622438612891149,No
2955,Kepler-179 b,Kepler-179,1,2,Transit,2014,2.735926,0.036,1.64,0.146,3.33,0.0105,M-R relationship,4.15,0.0,360.26,1075.0,0,,5302.0,0.76,0.84,-0.278,4.61,605.68,14.6031,804.0032247266062,0.04957954088018207,No
2956,Kepler-179 c,Kepler-179,1,2,Transit,2014,6.40013,0.064,2.0,0.178,4.66,0.0147,M-R relationship,3.2,0.0,115.98,810.0,0,,5302.0,0.76,0.84,-0.278,4.61,605.68,14.6031,534.7149185449547,0.08814140600921258,No
2957,Kepler-1790 b,Kepler-1790,1,1,Transit,2021,31.58889961,0.197,3.145,0.281,10.0,0.0316,M-R relationship,1.77,0.0,31.79,682.0,0,,5866.0,1.37,1.02,0.383,4.17,1070.17,14.0943,410.84266733628715,0.12675532880348234,No
2958,Kepler-1791 b,Kepler-1791,1,1,Transit,2021,7.72086,0.0761,3.121,0.278,9.91,0.0312,M-R relationship,1.79,0.0,257.14,1021.0,0,,5887.0,1.18,0.99,0.176,4.29,602.218,13.4138,751.8525076335901,0.06214191846038888,No
2959,Kepler-1792 b,Kepler-1792,1,1,Transit,2021,4.1957798,0.0488,2.52,0.225,6.89,0.0217,M-R relationship,2.37,0.0,283.78,1047.0,0,,5229.0,1.01,0.88,-0.508,4.38,601.029,15.1726,778.6947279445359,0.0875830009894273,No
2960,Kepler-1793 b,Kepler-1793,1,1,Transit,2021,8.77999973,0.0787,3.79,0.338,13.8,0.0434,M-R relationship,1.39,0.0,61.24,713.0,0,,5191.0,0.76,0.85,-0.234,4.6,1189.88,15.9003,440.11789379762763,0.10303261734005334,No
2961,Kepler-1794 b,Kepler-1794,1,1,Transit,2021,9.76298046,0.0821,1.794,0.16,3.87,0.0122,M-R relationship,3.68,0.0,57.59,703.0,0,,5052.0,0.82,0.77,-0.611,4.5,561.229,15.2846,432.81131973908725,0.16589876656656435,No
2962,Kepler-1795 b,Kepler-1795,1,1,Transit,2021,13.36019993,0.1002,1.663,0.148,3.4,0.0107,M-R relationship,4.06,0.0,17.3,520.0,0,,4500.0,0.69,0.77,-0.757,4.64,,15.7903,248.98813689728058,0.23953430592153208,No
2963,Kepler-1796 b,Kepler-1796,1,1,Transit,2021,29.4557991,0.1879,2.75,0.245,8.0,0.0252,M-R relationship,2.11,0.0,30.3,598.0,0,,6036.0,0.95,1.02,0.118,4.49,825.883,14.354,326.9586137153111,0.1640313201201262,No
2964,Kepler-1797 b,Kepler-1797,1,1,Transit,2021,23.3593998,0.1637,3.058,0.273,9.58,0.0301,M-R relationship,1.84,0.0,51.68,684.0,0,,6244.0,1.01,1.07,0.062,4.46,1338.49,15.293,412.6246992834024,0.15242235921408384,No
2965,Kepler-1798 b,Kepler-1798,1,1,Transit,2021,16.85589981,0.1082,2.309,0.206,5.94,0.0187,M-R relationship,2.65,0.0,6.52,408.0,0,,3967.0,0.59,0.59,-0.957,4.67,395.196,15.6827,136.44702416430317,0.3256321380720804,No
2966,Kepler-1799 b,Kepler-1799,1,1,Transit,2021,11.9296999,0.1028,4.128,0.368,15.9,0.0501,M-R relationship,1.24,0.0,83.04,770.0,0,,5831.0,0.92,1.02,0.314,4.52,2254.69,15.826,498.14872697828923,0.07161320565058703,No
2967,Kepler-18 b,Kepler-18,1,3,Transit,2011,3.504725,0.0447,2.0,0.178,6.9,0.022,Mass,4.9,0.0,355.74,1165.0,1,,5345.0,1.11,0.97,-0.031,4.31,433.047,13.5393,904.558078663524,0.046324156818067584,No
2968,Kepler-18 c,Kepler-18,1,3,Transit,2011,7.64159,0.0752,5.49,0.49,17.3,0.054,Mass,0.59,0.0,126.08,899.0,1,,5345.0,1.11,0.97,-0.031,4.31,433.047,13.5393,634.8429895862081,0.07793236225321437,No
2969,Kepler-18 d,Kepler-18,1,3,Transit,2011,14.85888,0.1172,6.98,0.623,16.4,0.052,Mass,0.27,0.0,51.92,720.0,1,,5345.0,1.11,0.97,-0.031,4.31,433.047,13.5393,454.17348314869366,0.12145841563931814,No
2970,Kepler-180 b,Kepler-180,1,2,Transit,2014,13.817124,0.109,1.5,0.134,2.86,0.00899,M-R relationship,4.66,0.0,72.12,781.0,0,,5731.0,1.06,0.95,-0.132,4.34,695.65,14.325,517.0778089943241,0.12688973720574354,No
2971,Kepler-180 c,Kepler-180,1,2,Transit,2014,41.885775,0.229,3.01,0.269,9.32,0.0293,M-R relationship,1.88,0.0,16.42,540.0,0,,5731.0,1.06,0.95,-0.132,4.34,695.65,14.325,272.0399189212078,0.2665848607350025,No
2972,Kepler-1800 b,Kepler-1800,1,1,Transit,2021,4.56202984,0.0592,0.997,0.089,0.961,0.00302,M-R relationship,5.33,0.0,1306.97,1533.0,0,,5343.0,2.51,1.33,-0.188,3.76,350.455,13.0751,1265.1583533470512,0.07350581660947074,No
2973,Kepler-1801 b,Kepler-1801,1,1,Transit,2021,10.44089985,0.0915,2.709,0.242,7.8,0.0245,M-R relationship,2.16,0.0,111.52,829.0,0,,5738.0,0.98,0.94,-0.223,4.43,839.332,15.0715,557.1695269609039,0.11828266312381887,No
2974,Kepler-1802 b,Kepler-1802,1,2,Transit,2021,15.45020008,0.0662,1.671,0.149,3.43,0.0108,M-R relationship,4.04,0.0,26.91,581.0,0,,4245.0,0.64,0.65,-0.925,4.64,636.694,16.5052,310.45755271948224,0.19202509535348677,No
2975,Kepler-1802 c,Kepler-1802,1,2,Transit,2021,33.13610077,0.1748,2.322,0.207,6.0,0.0189,M-R relationship,2.63,0.0,3.86,357.0,0,,4245.0,0.64,0.65,-0.925,4.64,636.694,16.5052,86.00274014817683,0.5070390735315633,No
2976,Kepler-1804 b,Kepler-1804,1,1,Transit,2021,12.28849983,0.1017,1.596,0.142,3.18,0.00999,M-R relationship,4.3,0.0,164.61,913.0,0,,5109.0,1.67,0.93,-0.512,3.96,434.456,14.4269,642.260476818825,0.18336690424541816,No
2977,Kepler-1805 b,Kepler-1805,1,1,Transit,2021,8.84794044,0.0699,1.545,0.138,3.0,0.00945,M-R relationship,4.47,0.0,12.48,479.0,0,,3867.0,0.55,0.58,-1.177,4.72,221.639,14.8955,206.4720552317204,0.2710049202087577,No
2978,Kepler-1806 b,Kepler-1806,1,1,Transit,2021,9.03332043,0.0813,2.356,0.21,6.15,0.0193,M-R relationship,2.59,0.0,66.89,729.0,0,,5311.0,0.79,0.88,-0.435,4.59,978.066,15.9071,458.8764795773717,0.13414995940733448,No
2979,Kepler-1807 b,Kepler-1807,1,1,Transit,2021,10.86060047,0.0988,2.704,0.241,7.77,0.0245,M-R relationship,2.16,0.0,356.24,1108.0,0,,6455.0,1.5,1.09,0.603,4.12,1299.32,13.9341,838.954557774589,0.04934656700457493,No
2980,Kepler-1808 b,Kepler-1808,1,1,Transit,2021,23.3404007,0.1467,3.025,0.27,9.4,0.0296,M-R relationship,1.87,0.0,30.94,601.0,0,,5530.0,0.89,0.77,-0.062,4.42,1022.01,15.2356,329.11454121695397,0.1575542467904606,No
2981,Kepler-1809 b,Kepler-1809,1,1,Transit,2021,3.7572999,0.0435,1.513,0.135,2.9,0.00912,M-R relationship,4.6,0.0,139.89,877.0,0,,4901.0,0.72,0.81,-0.471,4.62,409.602,14.1375,608.4844237893177,0.07481509934386349,No
2982,Kepler-181 b,Kepler-181,1,2,Transit,2014,3.137873,0.04,1.27,0.113,2.15,0.00678,M-R relationship,5.77,0.0,255.58,1041.0,0,,5333.0,0.75,0.85,-0.379,4.62,609.283,14.7137,747.917461088344,0.06188138015791681,No
2983,Kepler-181 c,Kepler-181,1,2,Transit,2014,4.302149,0.049,1.99,0.178,4.62,0.0145,M-R relationship,3.22,0.0,168.19,937.0,0,,5333.0,0.75,0.85,-0.379,4.62,609.283,14.7137,649.392520492719,0.0758046906934481,No
2984,Kepler-1810 b,Kepler-1810,1,1,Transit,2021,101.1330032,0.4137,3.918,0.35,14.6,0.0459,M-R relationship,1.33,0.0,4.91,380.0,0,,5492.0,1.02,0.92,-0.158,4.39,1009.87,15.2968,108.15286706146657,0.496232861712898,No
2985,Kepler-1811 b,Kepler-1811,1,1,Transit,2021,76.42230225,0.3462,3.848,0.343,14.1,0.0445,M-R relationship,1.36,0.0,10.11,455.0,0,,5561.0,1.19,0.95,0.154,4.26,1390.56,15.1431,182.72424892716663,0.28995263747232675,No
2986,Kepler-1812 b,Kepler-1812,1,1,Transit,2021,7.16521978,0.0765,2.325,0.207,6.01,0.0189,M-R relationship,2.63,0.0,270.34,1034.0,0,,6174.0,1.1,1.16,0.28,4.42,1409.19,15.303,762.0266492667646,0.05541935094573674,No
2987,Kepler-1813 b,Kepler-1813,1,1,Transit,2021,2.81816006,0.0364,1.413,0.126,2.58,0.00812,M-R relationship,5.03,0.0,298.2,1059.0,0,,5167.0,0.79,0.81,-0.4,4.56,,15.5361,791.1977150928036,0.05769011220558453,No
2988,Kepler-1814 b,Kepler-1814,1,1,Transit,2021,2.93535996,0.0371,2.37,0.211,6.21,0.0195,M-R relationship,2.56,0.0,258.48,1022.0,0,,4922.0,0.82,0.79,-0.506,4.5,726.346,15.607,750.0105755598188,0.06643147718470942,No
2989,Kepler-1815 b,Kepler-1815,1,1,Transit,2021,12.19139957,0.0984,2.749,0.245,7.99,0.0251,M-R relationship,2.11,0.0,80.01,763.0,0,,5516.0,0.97,0.86,-0.03,4.4,1006.63,15.3701,492.6137297425655,0.10185798920124743,No
2990,Kepler-1816 b,Kepler-1816,1,1,Transit,2021,91.50099945,0.3648,1.968,0.176,4.53,0.0143,M-R relationship,3.27,0.0,2.18,310.0,0,,5051.0,0.71,0.79,-0.531,4.63,437.823,14.4553,38.424096866966465,0.6722871799764581,No
2991,Kepler-1817 b,Kepler-1817,1,1,Transit,2021,44.29919815,0.2348,2.273,0.203,5.79,0.0182,M-R relationship,2.71,0.0,10.85,463.0,0,,5316.0,0.92,0.88,-0.38,4.46,748.569,15.1345,192.12750549619471,0.3636621421206506,No
2992,Kepler-1818 b,Kepler-1818,1,1,Transit,2021,4.64490986,0.055,1.714,0.153,3.58,0.0113,M-R relationship,3.91,0.0,504.23,1209.0,0,,6047.0,1.13,1.02,0.261,4.34,1034.59,14.3071,938.7870498675273,0.0407251497097995,No
2993,Kepler-1819 b,Kepler-1819,1,1,Transit,2021,16.48690033,0.1337,3.904,0.348,14.5,0.0456,M-R relationship,1.34,0.0,78.99,760.0,0,,6090.0,1.07,1.17,0.086,4.45,1363.19,15.3187,488.62320876536876,0.12109644874008937,No
2994,Kepler-182 b,Kepler-182,1,2,Transit,2014,9.825792,0.096,2.58,0.23,7.18,0.0226,M-R relationship,2.3,0.0,239.79,935.0,0,,6250.0,1.15,1.16,0.344,4.4,1549.09,14.8737,683.3292169269101,0.0646057590032945,No
2995,Kepler-182 c,Kepler-182,1,2,Transit,2014,20.684342,0.157,3.43,0.306,11.6,0.0366,M-R relationship,1.58,0.0,88.85,729.0,0,,6250.0,1.15,1.16,0.344,4.4,1549.09,14.8737,474.78064527264553,0.10565733503663789,No
2996,Kepler-1820 b,Kepler-1820,1,1,Transit,2021,31.03249931,0.1964,3.119,0.278,9.9,0.0312,M-R relationship,1.79,0.0,23.41,561.0,0,,5841.0,0.93,1.05,-0.022,4.52,1425.39,15.6919,288.8549692130996,0.20143803831577645,No
2997,Kepler-1821 b,Kepler-1821,1,1,Transit,2021,16.45809937,0.1244,2.592,0.231,7.24,0.0228,M-R relationship,2.28,0.0,40.61,644.0,0,,5475.0,0.88,0.95,-0.124,4.52,799.699,14.6369,370.7189560378421,0.1434895852729439,No
2998,Kepler-1822 b,Kepler-1822,1,1,Transit,2021,22.13339996,0.1416,2.648,0.236,7.5,0.0236,M-R relationship,2.22,0.0,15.65,507.0,0,,5165.0,0.7,0.78,-0.286,4.63,897.597,15.5694,234.6233878601442,0.19681729257981084,No
2999,Kepler-1823 b,Kepler-1823,1,1,Transit,2021,21.10339928,0.1528,2.086,0.186,5.0,0.0157,M-R relationship,3.03,0.0,62.99,718.0,0,,6000.0,1.13,1.07,0.287,4.36,724.971,13.3209,448.3079307060286,0.10980531300053394,No
3000,Kepler-1824 b,Kepler-1824,1,1,Transit,2021,95.61100006,0.4267,2.381,0.212,6.26,0.0197,M-R relationship,2.55,0.0,7.45,421.0,0,,6002.0,1.08,1.14,0.171,4.42,1040.1,14.6752,149.0602419638194,0.35044723909450437,No
3001,Kepler-1825 b,Kepler-1825,1,1,Transit,2021,1.02586997,0.0187,1.422,0.127,2.61,0.00821,M-R relationship,4.99,0.0,1264.7,1520.0,0,,5123.0,0.85,0.83,-0.532,4.5,430.254,14.3827,1254.047597802713,0.03450178833865616,No
3002,Kepler-1826 b,Kepler-1826,1,1,Transit,2021,1.61536002,0.0213,1.475,0.132,2.78,0.00874,M-R relationship,4.76,0.0,99.32,806.0,0,,3821.0,0.49,0.49,-1.122,4.75,336.952,15.6654,537.1904024776147,0.07751390269509513,No
3003,Kepler-1827 b,Kepler-1827,1,1,Transit,2021,3.70061994,0.0455,1.856,0.166,4.1,0.0129,M-R relationship,3.52,0.0,737.02,1329.0,0,,5423.0,1.4,0.92,0.187,4.11,686.461,13.0059,1056.9372816739315,0.0366869321616401,No
3004,Kepler-1828 b,Kepler-1828,1,1,Transit,2021,10.2737999,0.0924,2.116,0.189,5.13,0.0161,M-R relationship,2.98,0.0,96.27,799.0,0,,5806.0,0.9,1.0,-0.111,4.53,871.81,14.8984,528.0565985888005,0.10499581070445947,No
3005,Kepler-1829 b,Kepler-1829,1,1,Transit,2021,5.18671989,0.0559,2.479,0.221,6.71,0.0211,M-R relationship,2.42,0.0,129.37,860.0,0,,5230.0,0.78,0.87,-0.394,4.59,679.921,15.0088,590.6740735868725,0.08798564212366168,No
3006,Kepler-183 b,Kepler-183,1,2,Transit,2014,5.687945,0.064,2.06,0.184,4.9,0.0154,M-R relationship,3.08,0.0,281.85,1088.0,0,,5888.0,0.96,0.94,0.026,4.5,1050.64,14.8934,735.1636527543976,0.06211263790371134,No
3007,Kepler-183 c,Kepler-183,1,2,Transit,2014,11.637071,0.103,2.27,0.203,35.7,0.112,Mass,16.8,0.0,108.72,857.0,0,,5888.0,0.96,0.94,0.026,4.5,1050.64,14.8934,521.6667709053539,0.09996252662628544,No
3008,Kepler-1830 b,Kepler-1830,1,1,Transit,2021,56.49330139,0.3259,3.33,0.297,11.1,0.0348,M-R relationship,1.65,0.0,18.62,681.0,0,,6160.0,2.05,1.44,0.631,3.98,1056.88,13.4841,409.97106757373297,0.15761021463603603,No
3009,Kepler-1831 b,Kepler-1831,1,1,Transit,2021,5.78387022,0.0655,1.97,0.176,4.54,0.0143,M-R relationship,3.26,0.0,288.69,1051.0,0,,6063.0,1.01,1.12,-0.045,4.48,1053.49,15.0112,779.5626020824187,0.06898287650699642,No
3010,Kepler-1832 b,Kepler-1832,1,1,Transit,2021,3.13878989,0.037,1.227,0.109,2.02,0.00637,M-R relationship,6.01,0.0,257.32,1022.0,0,,5242.0,0.72,0.68,-0.337,4.56,486.174,14.3752,749.3059806521499,0.05453831601603102,No
3011,Kepler-1833 b,Kepler-1833,1,1,Transit,2021,6.8921299,0.0771,1.3,0.116,2.24,0.00705,M-R relationship,5.6,0.0,454.45,1177.0,0,,6164.0,1.45,1.29,0.437,4.23,591.602,12.5657,908.8069507052913,0.04661807948868095,No
3012,Kepler-1834 b,Kepler-1834,1,1,Transit,2021,4.60301018,0.0496,1.459,0.13,2.73,0.00858,M-R relationship,4.83,0.0,122.02,848.0,0,,4821.0,0.79,0.77,-0.577,4.53,500.395,14.9047,577.5806027865452,0.09637883591468988,No
3013,Kepler-1835 b,Kepler-1835,1,1,Transit,2021,11.96409988,0.0997,3.534,0.315,12.2,0.0385,M-R relationship,1.52,0.0,100.96,808.0,0,,5903.0,0.96,0.92,0.078,4.44,1404.38,15.3562,536.7717043553168,0.09113709017458396,No
3014,Kepler-1836 b,Kepler-1836,1,1,Transit,2021,5.25416994,0.0602,2.553,0.228,7.05,0.0222,M-R relationship,2.33,0.0,338.15,1093.0,0,,6123.0,0.99,1.05,0.016,4.47,1472.62,15.623,824.7576923109226,0.05910122616980306,No
3015,Kepler-1837 b,Kepler-1837,1,1,Transit,2021,5.90608978,0.065,2.067,0.184,4.92,0.0155,M-R relationship,3.06,0.0,247.83,1012.0,0,,5966.0,0.96,1.05,-0.068,4.49,1229.18,15.4172,740.6315987202877,0.07029320683436598,No
3016,Kepler-1838 b,Kepler-1838,1,1,Transit,2021,12.14680004,0.1096,1.66,0.148,3.4,0.0107,M-R relationship,4.08,0.0,162.84,1097.0,0,,5877.0,1.96,1.19,0.537,3.93,451.242,11.803,825.7563074097176,0.05906232705291224,No
3017,Kepler-1839 b,Kepler-1839,1,1,Transit,2021,5.05675983,0.0583,1.949,0.174,4.46,0.014,M-R relationship,3.31,0.0,286.32,1049.0,0,,5926.0,0.94,1.03,0.192,4.51,1136.6,14.6231,778.9899552978342,0.04673783109550169,No
3018,Kepler-184 b,Kepler-184,1,3,Transit,2014,10.687576,0.092,2.36,0.211,6.17,0.0194,M-R relationship,2.58,0.0,70.36,780.0,0,,5788.0,0.87,0.97,-0.225,4.51,610.326,14.3115,513.8531160152329,0.11920317617156578,No
3019,Kepler-184 c,Kepler-184,1,3,Transit,2014,20.303005,0.141,1.97,0.176,8.8,0.028,Mass,6.32,0.0,29.88,630.0,0,,5788.0,0.87,0.97,-0.225,4.51,610.326,14.3115,362.56258517998583,0.18269182434989972,No
3020,Kepler-184 d,Kepler-184,1,3,Transit,2014,29.022358,0.179,2.49,0.222,6.76,0.0213,M-R relationship,2.41,0.0,18.56,559.0,0,,5788.0,0.87,0.97,-0.225,4.51,610.326,14.3115,291.0639894020911,0.23192791885554645,No
